isin,ticker,currency,per_value,cpn_rate,cpn_frequency_en,cpn_qquantity,coupon_date,day_count,maturity_date,issue_date,first_payment_date,isin_class,instrument_type_en,issuer_name_en,issuer_id,list_class,isin_status_en,outst_volume,outst_volume_amd,outst_quantity,benchmark,inflation_linked
AMARLVB21ER3,ARLVB1,AMD,50000.000000,12.000000,Semi-Annually,6,"[""2025-10-01"", ""2026-04-01"", ""2026-10-01"", ""2027-04-01"", ""2027-10-01"", ""2028-04-01""]",ACT/ACT,2028-04-01,2025-04-01,2025-10-01,Coupon bond,Debt Instrument,Arinterlev CJSC,339,ABond,Listed,1000000000.000000,1000000000.000000,20000.000000,0,
AMASGRB21ER9,ASGRB1,AMD,10000.000000,12.000000,Quarterly,40,"[""2021-09-11"", ""2021-12-11"", ""2022-03-11"", ""2022-06-11"", ""2022-09-11"", ""2022-12-11"", ""2023-03-11"", ""2023-06-11"", ""2023-09-11"", ""2023-12-11"", ""2024-03-11"", ""2024-06-11"", ""2024-09-11"", ""2024-12-11"", ""2025-03-11"", ""2025-06-11"", ""2025-09-11"", ""2025-12-11"", ""2026-03-11"", ""2026-06-11"", ""2026-09-11"", ""2026-12-11"", ""2027-03-11"", ""2027-06-11"", ""2027-09-11"", ""2027-12-11"", ""2028-03-11"", ""2028-06-11"", ""2028-09-11"", ""2028-12-11"", ""2029-03-11"", ""2029-06-11"", ""2029-09-11"", ""2029-12-11"", ""2030-03-11"", ""2030-06-11"", ""2030-09-11"", ""2030-12-11"", ""2031-03-11"", ""2031-06-11""]",ACT/ACT,2031-06-11,2021-06-11,2021-09-11,Coupon bond,Debt Instrument,ASCE GROUP OJSC,313,BBond,Listed,1552000000.000000,1552000000.000000,155200.000000,0,
AMASGRB22ER7,ASGRB2,USD,100.000000,7.000000,Quarterly,40,"[""2021-09-11"", ""2021-12-11"", ""2022-03-11"", ""2022-06-11"", ""2022-09-11"", ""2022-12-11"", ""2023-03-11"", ""2023-06-11"", ""2023-09-11"", ""2023-12-11"", ""2024-03-11"", ""2024-06-11"", ""2024-09-11"", ""2024-12-11"", ""2025-03-11"", ""2025-06-11"", ""2025-09-11"", ""2025-12-11"", ""2026-03-11"", ""2026-06-11"", ""2026-09-11"", ""2026-12-11"", ""2027-03-11"", ""2027-06-11"", ""2027-09-11"", ""2027-12-11"", ""2028-03-11"", ""2028-06-11"", ""2028-09-11"", ""2028-12-11"", ""2029-03-11"", ""2029-06-11"", ""2029-09-11"", ""2029-12-11"", ""2030-03-11"", ""2030-06-11"", ""2030-09-11"", ""2030-12-11"", ""2031-03-11"", ""2031-06-11""]",ACT/ACT,2031-06-11,2021-06-11,2021-09-11,Coupon bond,Debt Instrument,ASCE GROUP OJSC,313,BBond,Listed,1140600.000000,417356946,11406.000000,0,
AMASGRB23KT8,ASGRB3,AMD,10000.000000,12.250000,Quarterly,40,"[""2024-12-16"", ""2025-03-16"", ""2025-06-16"", ""2025-09-16"", ""2025-12-16"", ""2026-03-16"", ""2026-06-16"", ""2026-09-16"", ""2026-12-16"", ""2027-03-16"", ""2027-06-16"", ""2027-09-16"", ""2027-12-16"", ""2028-03-16"", ""2028-06-16"", ""2028-09-16"", ""2028-12-16"", ""2029-03-16"", ""2029-06-16"", ""2029-09-16"", ""2029-12-16"", ""2030-03-16"", ""2030-06-16"", ""2030-09-16"", ""2030-12-16"", ""2031-03-16"", ""2031-06-16"", ""2031-09-16"", ""2031-12-16"", ""2032-03-16"", ""2032-06-16"", ""2032-09-16"", ""2032-12-16"", ""2033-03-16"", ""2033-06-16"", ""2033-09-16"", ""2033-12-16"", ""2034-03-16"", ""2034-06-16"", ""2034-09-16""]",ACT/ACT,2034-09-16,2024-09-16,2024-12-16,Coupon bond,Debt Instrument,ASCE GROUP OJSC,313,ABond,Listed,15000000000.000000,15000000000.000000,1500000.000000,0,
AMASGRB24KT6,ASGRB4,USD,100.000000,7.500000,Quarterly,40,"[""2024-12-16"", ""2025-03-16"", ""2025-06-16"", ""2025-09-16"", ""2025-12-16"", ""2026-03-16"", ""2026-06-16"", ""2026-09-16"", ""2026-12-16"", ""2027-03-16"", ""2027-06-16"", ""2027-09-16"", ""2027-12-16"", ""2028-03-16"", ""2028-06-16"", ""2028-09-16"", ""2028-12-16"", ""2029-03-16"", ""2029-06-16"", ""2029-09-16"", ""2029-12-16"", ""2030-03-16"", ""2030-06-16"", ""2030-09-16"", ""2030-12-16"", ""2031-03-16"", ""2031-06-16"", ""2031-09-16"", ""2031-12-16"", ""2032-03-16"", ""2032-06-16"", ""2032-09-16"", ""2032-12-16"", ""2033-03-16"", ""2033-06-16"", ""2033-09-16"", ""2033-12-16"", ""2034-03-16"", ""2034-06-16"", ""2034-09-16""]",ACT/ACT,2034-09-16,2024-09-16,2024-12-16,Coupon bond,Debt Instrument,ASCE GROUP OJSC,313,ABond,Listed,15000000.000000,5488650000,150000.000000,0,
AMCOVSB2JER8,COVSBJ,USD,100.000000,4.750000,Semi-Annually,6,"[""2024-10-17"", ""2025-04-17"", ""2025-10-17"", ""2026-04-17"", ""2026-10-17"", ""2027-04-17""]",ACT/ACT,2027-04-17,2024-04-17,2024-10-17,Coupon bond,Debt Instrument,Converse Bank CJSC,81,ABond,Listed,10000000.000000,3659100000.0000005,100000.000000,0,
AMCOVSB2KER6,COVSBK,AMD,50000.000000,9.750000,Semi-Annually,4,"[""2025-05-01"", ""2025-11-01"", ""2026-05-01"", ""2026-11-01""]",ACT/ACT,2026-11-01,2024-11-01,2025-05-01,Coupon bond,Debt Instrument,Converse Bank CJSC,81,ABond,Listed,5000000000.000000,5000000000.000000,100000.000000,0,
AMCOVSB2LER4,COVSBL,USD,100.000000,4.500000,Semi-Annually,6,"[""2025-05-01"", ""2025-11-01"", ""2026-05-01"", ""2026-11-01"", ""2027-05-01"", ""2027-11-01""]",ACT/ACT,2027-11-01,2024-11-01,2025-05-01,Coupon bond,Debt Instrument,Converse Bank CJSC,81,ABond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMCOVSB2MER2,COVSBM,USD,100.000000,5.000000,Semi-Annually,6,"[""2025-10-16"", ""2026-04-16"", ""2026-10-16"", ""2027-04-16"", ""2027-10-16"", ""2028-04-16""]",ACT/ACT,2028-04-16,2025-04-16,2025-10-16,Coupon bond,Debt Instrument,Converse Bank CJSC,81,ABond,Listed,10000000.000000,3659100000.0000005,100000.000000,0,
AMCOVSB2NER0,COVSBN,AMD,50000.000000,10.250000,Semi-Annually,4,"[""2025-11-26"", ""2026-05-26"", ""2026-11-26"", ""2027-05-26""]",ACT/ACT,2027-05-26,2025-05-26,2025-11-26,Coupon bond,Debt Instrument,Converse Bank CJSC,81,ABond,Listed,3000000000.000000,3000000000.000000,60000.000000,0,
AMCOVSB2OER8,COVSBO,AMD,50000.000000,9.750000,Semi-Annually,4,"[""2026-05-18"", ""2026-11-18"", ""2027-05-18"", ""2027-11-18""]",ACT/ACT,2027-11-18,2025-11-18,2026-05-18,Coupon bond,Debt Instrument,Converse Bank CJSC,81,ABond,Listed,2000000000.000000,2000000000.000000,40000.000000,0,
AMCOVSB2PER5,COVSBP,USD,100.000000,5.250000,Semi-Annually,8,"[""2026-05-18"", ""2026-11-18"", ""2027-05-18"", ""2027-11-18"", ""2028-05-18"", ""2028-11-18"", ""2029-05-18"", ""2029-11-18""]",ACT/ACT,2029-11-18,2025-11-18,2026-05-18,Coupon bond,Debt Instrument,Converse Bank CJSC,81,ABond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMCOVSB2QER3,COVSBQ,USD,100.000000,5.000000,Semi-Annually,6,"[""2026-05-18"", ""2026-11-18"", ""2027-05-18"", ""2027-11-18"", ""2028-05-18"", ""2028-11-18""]",ACT/ACT,2028-11-18,2025-11-18,2026-05-18,Coupon bond,Debt Instrument,Converse Bank CJSC,81,ABond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMCRFOB21ER6,CRFOB1,AMD,100000.000000,12.750000,Quarterly,12,"[""2025-04-07"", ""2025-07-07"", ""2025-10-07"", ""2026-01-07"", ""2026-04-07"", ""2026-07-07"", ""2026-10-07"", ""2027-01-07"", ""2027-04-07"", ""2027-07-07"", ""2027-10-07"", ""2028-01-07""]",ACT/ACT,2028-01-07,2025-01-07,2025-04-07,Coupon bond,Debt Instrument,Crowdfunding Formula LLC,337,BBond,Listed,400000000.000000,400000000.000000,4000.000000,0,
AMDLNTB21ER0,DLNTB1,AMD,100000.000000,13.500000,Semi-Annually,6,"[""2026-05-10"", ""2026-11-10"", ""2027-05-10"", ""2027-11-10"", ""2028-05-10"", ""2028-11-10""]",ACT/ACT,2028-11-10,2024-11-10,2026-05-10,Coupon bond,Debt Instrument,DALAN TECHNOLOGIES LLC,358,BBond,Listed,2500000000.000000,2500000000.000000,25000.000000,0,
AMDLNTB22ER8,DLNTB2,USD,100.000000,8.750000,Semi-Annually,6,"[""2026-05-10"", ""2026-11-10"", ""2027-05-10"", ""2027-11-10"", ""2028-05-10"", ""2028-11-10""]",ACT/ACT,2028-11-10,2025-11-10,2026-05-10,Coupon bond,Debt Instrument,DALAN TECHNOLOGIES LLC,358,BBond,Listed,3000000.000000,1097730000,30000.000000,0,
AMEABRB21ER0,EABRB1,USD,1000.000000,6.000000,Semi-Annually,6,"[""2024-02-15"", ""2024-08-15"", ""2025-02-15"", ""2025-08-15"", ""2026-02-15"", ""2026-08-15""]",ACT/ACT,2026-08-15,2023-08-15,2024-02-15,Coupon bond,Debt Instrument,Eurasian Development Bank,112,ABond,Listed,20000000.000000,7318200000.000001,20000.000000,0,
AMEVTMB21ER9,EVTMB1,AMD,10000.000000,12.500000,Semi-Annually,6,"[""2024-05-28"", ""2024-11-28"", ""2025-05-28"", ""2025-11-28"", ""2026-05-28"", ""2026-11-28""]",ACT/ACT,2026-11-28,2023-11-28,2024-05-28,Coupon bond,Debt Instrument,Euroterm CJSC,330,ABond,Listed,500000000.000000,500000000.000000,50000.000000,0,
AMFARMB21ER4,FARMB1,AMD,100000.000000,12.250000,Quarterly,10,"[""2024-08-02"", ""2024-11-02"", ""2025-02-02"", ""2025-05-02"", ""2025-08-02"", ""2025-11-02"", ""2026-02-02"", ""2026-05-02"", ""2026-08-02"", ""2026-11-02""]",ACT/ACT,2026-11-02,2024-05-02,2024-08-02,Coupon bond,Debt Instrument,FARM CREDIT ARMENIA UCO CC,333,BBond,Listed,1200000000.000000,1200000000.000000,12000.000000,0,
AMFMGCB25ER4,FMGCB5,AMD,100000.000000,11.800000,Quarterly,12,"[""2024-09-18"", ""2024-12-18"", ""2025-03-18"", ""2025-06-18"", ""2025-09-18"", ""2025-12-18"", ""2026-03-18"", ""2026-06-18"", ""2026-09-18"", ""2026-12-18"", ""2027-03-18"", ""2027-06-18""]",ACT/ACT,2027-06-18,2024-06-18,2024-09-18,Coupon bond,Debt Instrument,First Mortgage Company UCO LLC,119,BBond,Listed,300000000.000000,300000000.000000,3000.000000,0,
AMFMGCB26ER2,FMGCB6,USD,100.000000,7.000000,Quarterly,12,[],ACT/ACT,2027-06-18,2024-06-18,,Coupon bond,Debt Instrument,First Mortgage Company UCO LLC,119,BBond,Listed,2000000.000000,731820000,20000.000000,0,
AMFNCAB2GER5,FNCABG,AMD,50000.000000,12.000000,Quarterly,10,"[""2024-09-25"", ""2024-12-25"", ""2025-03-25"", ""2025-06-25"", ""2025-09-25"", ""2025-12-25"", ""2026-03-25"", ""2026-06-25"", ""2026-09-25"", ""2026-12-25""]",ACT/ACT,2026-12-25,2024-06-25,2024-09-25,Coupon bond,Debt Instrument,FINCA UCO CJSC,317,BBond,Listed,1100000000.000000,1100000000.000000,22000.000000,0,
AMFNCAB2HER3,FNCABH,AMD,50000.000000,11.750000,Quarterly,12,"[""2025-02-27"", ""2025-05-27"", ""2025-08-27"", ""2025-11-27"", ""2026-02-27"", ""2026-05-27"", ""2026-08-27"", ""2026-11-27"", ""2027-02-27"", ""2027-05-27"", ""2027-08-27"", ""2027-11-27""]",ACT/ACT,2027-11-27,2024-11-27,2025-02-27,Coupon bond,Debt Instrument,FINCA UCO CJSC,317,BBond,Listed,850000000.000000,850000000.000000,17000.000000,0,
AMFNCAB2IER1,FNCABI,AMD,50000.000000,11.500000,Quarterly,12,"[""2025-05-12"", ""2025-08-12"", ""2025-11-12"", ""2026-02-12"", ""2026-05-12"", ""2026-08-12"", ""2026-11-12"", ""2027-02-12"", ""2027-05-12"", ""2027-08-12"", ""2027-11-12"", ""2028-02-12""]",ACT/ACT,2028-02-12,2025-02-12,2025-05-12,Coupon bond,Debt Instrument,FINCA UCO CJSC,317,BBond,Listed,1217400000.000000,1217400000.000000,24348.000000,0,
AMFNCAB2JER9,FNCABJ,AMD,50000.000000,11.750000,Quarterly,12,"[""2025-10-21"", ""2026-01-21"", ""2026-04-21"", ""2026-07-21"", ""2026-10-21"", ""2027-01-21"", ""2027-04-21"", ""2027-07-21"", ""2027-10-21"", ""2028-01-21"", ""2028-04-21"", ""2028-07-21""]",ACT/ACT,2028-07-21,2025-07-21,2025-10-21,Coupon bond,Debt Instrument,FINCA UCO CJSC,317,BBond,Listed,800000000.000000,800000000.000000,16000.000000,0,
AMFNCAB2KER7,FNCABK,AMD,50000.000000,11.750000,Quarterly,12,"[""2026-02-24"", ""2026-05-24"", ""2026-08-24"", ""2026-11-24"", ""2027-02-24"", ""2027-05-24"", ""2027-08-24"", ""2027-11-24"", ""2028-02-24"", ""2028-05-24"", ""2028-08-24"", ""2028-11-24""]",ACT/ACT,2028-11-24,2025-11-24,2026-02-24,Coupon bond,Debt Instrument,FINCA UCO CJSC,317,BBond,Listed,938000000.000000,938000000.000000,18760.000000,0,
AMFSCRB2DER8,FSCRBD,AMD,100000.000000,11.000000,Quarterly,10,"[""2024-07-19"", ""2024-10-19"", ""2025-01-19"", ""2025-04-19"", ""2025-07-19"", ""2025-10-19"", ""2026-01-19"", ""2026-04-19"", ""2026-07-19"", ""2026-10-19""]",ACT/ACT,2026-10-19,2024-04-19,2024-07-19,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,2000000000.000000,2000000000.000000,20000.000000,0,
AMFSCRB2EER6,FSCRBE,AMD,100000.000000,10.250000,Quarterly,12,"[""2025-01-11"", ""2025-04-11"", ""2025-07-11"", ""2025-10-11"", ""2026-01-11"", ""2026-04-11"", ""2026-07-11"", ""2026-10-11"", ""2027-01-11"", ""2027-04-11"", ""2027-07-11"", ""2027-10-11""]",ACT/ACT,2027-10-11,2024-10-11,2025-01-11,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,1175900000.000000,1175900000.000000,11759.000000,0,
AMFSCRB2FER3,FSCRBF,USD,100.000000,6.250000,Quarterly,12,"[""2025-01-11"", ""2025-04-11"", ""2025-07-11"", ""2025-10-11"", ""2026-01-11"", ""2026-04-11"", ""2026-07-11"", ""2026-10-11"", ""2027-01-11"", ""2027-04-11"", ""2027-07-11"", ""2027-10-11""]",ACT/ACT,2027-10-11,2024-10-11,2025-01-11,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,3448800.000000,1261950408,34488.000000,0,
AMFSCRB2GER1,FSCRBG,EUR,100.000000,5.250000,Quarterly,12,"[""2025-01-11"", ""2025-04-11"", ""2025-07-11"", ""2025-10-11"", ""2026-01-11"", ""2026-04-11"", ""2026-07-11"", ""2026-10-11"", ""2027-01-11"", ""2027-04-11"", ""2027-07-11"", ""2027-10-11""]",ACT/ACT,2027-10-11,2024-10-11,2025-01-11,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,685300.000000,289224012,6853.000000,0,
AMFSCRB2HER9,FSCRBH,AMD,100000.000000,10.750000,Semi-Annually,6,"[""2025-08-17"", ""2026-02-17"", ""2026-08-17"", ""2027-02-17"", ""2027-08-17"", ""2028-02-17""]",ACT/ACT,2028-02-17,2025-02-17,2025-08-17,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,3000000000.000000,3000000000.000000,30000.000000,0,
AMFSCRB2IER7,FSCRBI,USD,100.000000,6.250000,Semi-Annually,6,"[""2025-08-17"", ""2026-02-17"", ""2026-08-17"", ""2027-02-17"", ""2027-08-17"", ""2028-02-17""]",ACT/ACT,2028-02-17,2025-02-17,2025-08-17,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,2671500.000000,977528565.0000001,26715.000000,0,
AMFSCRB2JER5,FSCRBJ,EUR,100.000000,5.250000,Semi-Annually,6,"[""2025-08-17"", ""2026-02-17"", ""2026-08-17"", ""2027-02-17"", ""2027-08-17"", ""2028-02-17""]",ACT/ACT,2028-02-17,2025-02-17,2025-08-17,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,758800.000000,320243952,7588.000000,0,
AMFSCRB2KER3,FSCRBK,AMD,100000.000000,10.750000,Semi-Annually,,"[""2026-02-04"", ""2026-08-04"", ""2027-02-04"", ""2027-08-04""]",ACT/ACT,2027-08-04,2025-08-08,2026-02-04,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,6198700000.000000,6198700000.000000,61987.000000,0,
AMFSCRB2LER1,FSCRBL,USD,100.000000,6.250000,Semi-Annually,,"[""2026-02-04"", ""2026-08-04"", ""2027-02-04"", ""2027-08-04""]",ACT/ACT,2027-08-04,2025-08-04,2026-02-04,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,2000000.000000,731820000,20000.000000,0,
AMFSCRB2MER9,FSCRBM,USD,100.000000,6.250000,Semi-Annually,4,"[""2026-03-22"", ""2026-09-22"", ""2027-03-22"", ""2027-09-22""]",ACT/ACT,2027-09-22,2025-09-22,2026-03-22,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,4000000.000000,1463640000,40000.000000,0,
AMFSCRB2NER7,FSCRBN,AMD,100000.000000,10.750000,Semi-Annually,4,"[""2026-05-10"", ""2026-11-10"", ""2027-05-10"", ""2027-11-10""]",ACT/ACT,2027-11-10,2025-11-10,2026-05-10,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,12000000000.000000,12000000000.000000,120000.000000,0,
AMFSCRB2OER5,FSCRBO,USD,100.000000,6.000000,Semi-Annually,4,"[""2026-08-23"", ""2027-02-23"", ""2027-08-23"", ""2028-02-23""]",ACT/ACT,2028-02-23,2026-02-23,2026-08-23,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,2827800.000000,1034720298.0000001,28278.000000,0,
AMFSCRB2PER2,FSCRBP,USD,100.000000,6.250000,Semi-Annually,8,"[""2026-08-23"", ""2027-02-23"", ""2027-08-23"", ""2028-02-23"", ""2028-08-23"", ""2029-02-23"", ""2029-08-23"", ""2030-02-23""]",ACT/ACT,2030-02-23,2026-02-23,2026-08-23,Coupon bond,Debt Instrument,Fast Bank  CJSC,116,BBond,Listed,2669800.000000,976906518.0000001,26698.000000,0,
AMFSTLB21ER4,FSTLB1,AMD,100000.000000,13.000000,Quarterly,12,"[""2026-03-24"", ""2026-06-24"", ""2026-09-24"", ""2026-12-24"", ""2027-03-24"", ""2027-06-24"", ""2027-09-24"", ""2027-12-24"", ""2028-03-24"", ""2028-06-24"", ""2028-09-24"", ""2028-12-24""]",ACT/ACT,2028-12-24,2025-12-24,2026-03-24,Coupon bond,Debt Instrument,FREE STYLE LLC,356,BBond,Listed,1500000000.000000,1500000000.000000,15000.000000,0,
AMGLBSB21ER0,GLBSB1,AMD,50000.000000,12.000000,Semi-Annually,6,"[""2026-06-12"", ""2026-12-12"", ""2027-06-12"", ""2027-12-12"", ""2028-06-12"", ""2028-12-12""]",ACT/ACT,2028-12-12,2025-12-12,2026-06-12,Coupon bond,Debt Instrument,Global Shipping LLC,354,ABond,Listed,1500000000.000000,1500000000.000000,30000.000000,0,
AMGLBSB22ER8,GLBSB2,USD,100.000000,8.250000,Semi-Annually,6,"[""2026-06-12"", ""2026-12-12"", ""2027-06-12"", ""2027-12-12"", ""2028-06-12"", ""2028-12-12""]",ACT/ACT,2028-12-12,2025-12-12,2026-06-12,Coupon bond,Debt Instrument,Global Shipping LLC,354,ABond,Listed,2000000.000000,731820000,20000.000000,0,
AMGRUCB21ER1,GRUCB1,AMD,50000.000000,12.500000,Quarterly,12,"[""2026-06-18"", ""2026-09-18"", ""2026-12-18"", ""2027-03-18"", ""2027-06-18"", ""2027-09-18"", ""2027-12-18"", ""2028-03-18"", ""2028-06-18"", ""2028-09-18"", ""2028-12-18"", ""2029-03-18""]",ACT/ACT,2029-03-18,2026-03-18,2026-06-18,Coupon bond,Debt Instrument,GARNI INVEST UCO CJSC,360,BBond,Listed,500000000.000000,500000000.000000,10000.000000,0,
AMGRUCB22ER9,GRUCB2,USD,100.000000,6.500000,Quarterly,12,"[""2026-06-18"", ""2026-09-18"", ""2026-12-18"", ""2027-03-18"", ""2027-06-18"", ""2027-09-18"", ""2027-12-18"", ""2028-03-18"", ""2028-06-18"", ""2028-09-18"", ""2028-12-18"", ""2029-03-18""]",ACT/ACT,2029-03-18,2026-03-18,2026-06-18,Coupon bond,Debt Instrument,GARNI INVEST UCO CJSC,360,BBond,Listed,1000000.000000,365910000,10000.000000,0,
AMHELCB21ER6,HELCB1,AMD,100000.000000,11.400000,Semi-Annually,6,"[""2024-06-11"", ""2024-12-11"", ""2025-06-11"", ""2025-12-11"", ""2026-06-11"", ""2026-12-11""]",ACT/ACT,2026-12-11,2023-12-11,2024-06-11,Coupon bond,Debt Instrument,ENA CJSC,331,ABond,Listed,32000000000.000000,32000000000.000000,320000.000000,0,
AMHELCB22ER4,HELCB2,USD,100.000000,7.250000,Semi-Annually,8,"[""2025-01-15"", ""2025-07-15"", ""2026-01-15"", ""2026-07-15"", ""2027-01-15"", ""2027-07-15"", ""2028-01-15"", ""2028-07-15""]",ACT/ACT,2028-07-15,2024-07-15,2025-01-15,Coupon bond,Debt Instrument,ENA CJSC,331,ABond,Listed,30000000.000000,10977300000,300000.000000,0,
AMHELCB23ER2,HELCB3,USD,100.000000,7.250000,Semi-Annually,10,"[""2025-02-01"", ""2025-08-01"", ""2026-02-01"", ""2026-08-01"", ""2027-02-01"", ""2027-08-01"", ""2028-02-01"", ""2028-08-01"", ""2029-02-01"", ""2029-08-01""]",ACT/ACT,2029-08-01,2024-08-01,2025-02-01,Coupon bond,Debt Instrument,ENA CJSC,331,ABond,Listed,30000000.000000,10977300000,300000.000000,0,
AMHELCB24ER0,HELCB4,USD,100.000000,7.450000,Quarterly,24,"[""2025-02-18"", ""2025-05-18"", ""2025-08-18"", ""2025-11-18"", ""2026-02-18"", ""2026-05-18"", ""2026-08-18"", ""2026-11-18"", ""2027-02-18"", ""2027-05-18"", ""2027-08-18"", ""2027-11-18"", ""2028-02-18"", ""2028-05-18"", ""2028-08-18"", ""2028-11-18"", ""2029-02-18"", ""2029-05-18"", ""2029-08-18"", ""2029-11-18"", ""2030-02-18"", ""2030-05-18"", ""2030-08-18"", ""2030-11-18""]",ACT/ACT,2030-11-18,2024-11-18,2025-02-18,Coupon bond,Debt Instrument,ENA CJSC,331,ABond,Listed,20000000.000000,7318200000.000001,200000.000000,0,
AMHELCB25ER7,HELCB5,AMD,100000.000000,10.750000,Quarterly,24,"[""2025-02-18"", ""2025-05-18"", ""2025-08-18"", ""2025-11-18"", ""2026-02-18"", ""2026-05-18"", ""2026-08-18"", ""2026-11-18"", ""2027-02-18"", ""2027-05-18"", ""2027-08-18"", ""2027-11-18"", ""2028-02-18"", ""2028-05-18"", ""2028-08-18"", ""2028-11-18"", ""2029-02-18"", ""2029-05-18"", ""2029-08-18"", ""2029-11-18"", ""2030-02-18"", ""2030-05-18"", ""2030-08-18"", ""2030-11-18""]",ACT/ACT,2030-11-18,2024-11-18,2025-02-18,Coupon bond,Debt Instrument,ENA CJSC,331,ABond,Listed,6200000000.000000,6200000000.000000,62000.000000,0,
AMHEZBB2GER6,HEZBBG,AMD,10000.000000,10.250000,Semi-Annually,6,"[""2025-01-22"", ""2025-07-22"", ""2026-01-22"", ""2026-07-22"", ""2027-01-22"", ""2027-07-22""]",ACT/ACT,2027-07-22,2024-07-22,2025-01-22,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,1500000000.000000,1500000000.000000,150000.000000,0,
AMHEZBB2HER4,HEZBBH,USD,100.000000,5.000000,Semi-Annually,6,"[""2025-01-22"", ""2025-07-22"", ""2026-01-22"", ""2026-07-22"", ""2027-01-22"", ""2027-07-22""]",ACT/ACT,2027-07-22,2024-07-22,2025-01-22,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,3500000.000000,1280685000,35000.000000,0,
AMHEZBB2IER2,HEZBBI,AMD,10000.000000,11.000000,Semi-Annually,6,"[""2025-09-03"", ""2026-03-03"", ""2026-09-03"", ""2027-03-03"", ""2027-09-03"", ""2028-03-03""]",ACT/ACT,2028-03-03,2025-03-03,2025-09-03,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,3000000000.000000,3000000000.000000,300000.000000,0,
AMHEZBB2JER0,HEZBBJ,USD,100.000000,5.500000,Semi-Annually,6,"[""2025-09-03"", ""2026-03-03"", ""2026-09-03"", ""2027-03-03"", ""2027-09-03"", ""2028-03-03""]",ACT/ACT,2028-03-03,2025-03-03,2025-09-03,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,2600000.000000,951366000.0000001,26000.000000,0,
AMHEZBB2KER8,HEZBBK,USD,100.000000,6.250000,Semi-Annually,10,"[""2025-09-03"", ""2026-03-03"", ""2026-09-03"", ""2027-03-03"", ""2027-09-03"", ""2028-03-03"", ""2028-09-03"", ""2029-03-03"", ""2029-09-03"", ""2030-03-03""]",ACT/ACT,2030-03-03,2025-03-03,2025-09-03,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,2300000.000000,841593000,23000.000000,0,
AMHEZBB2LER6,HEZBBL,AMD,10000.000000,11.000000,Semi-Annually,6,"[""2025-10-16"", ""2026-04-16"", ""2026-10-16"", ""2027-04-16"", ""2027-10-16"", ""2028-04-16""]",ACT/ACT,2028-04-16,2025-04-16,2025-10-16,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,3000000000.000000,3000000000.000000,300000.000000,0,
AMHEZBB2MER4,HEZBBM,AMD,10000.000000,10.750000,Semi-Annually,6,"[""2026-02-11"", ""2026-08-11"", ""2027-02-11"", ""2027-08-11"", ""2028-02-11"", ""2028-08-11""]",ACT/ACT,2028-08-11,2025-08-11,2026-02-11,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,4000000000.000000,4000000000.000000,400000.000000,0,
AMHEZBB2NER2,HEZBBN,USD,100.000000,5.500000,Semi-Annually,6,"[""2026-03-17"", ""2026-09-17"", ""2027-03-17"", ""2027-09-17"", ""2028-03-17"", ""2028-09-17""]",ACT/ACT,2028-09-17,2025-09-17,2026-03-17,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMHEZBB2OER0,HEZBBO,AMD,10000.000000,10.500000,Semi-Annually,6,"[""2026-03-30"", ""2026-09-30"", ""2027-03-30"", ""2027-09-30"", ""2028-03-30"", ""2028-09-30""]",ACT/ACT,2028-09-30,2025-09-30,2026-03-30,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,3000000000.000000,3000000000.000000,300000.000000,0,
